category,question,answer,source
요금 납부,연체 가산금은 얼마의 비율로 부과되나요?,20%,엘지유플러스:43568
선택약정 할인,선택약정할인 동의 과정은 어떻게 진행되나요?,마지막에 '네'라고 대답,엘지유플러스:43576
요금제 변경,대리점 방문은 몇 시 이전에 하는 것이 좋은가?,6시 전,엘지유플러스:43598
요금제 변경,기존 유심을 그대로 사용하면서 5G 요금제로 변경할 수 있나요?,"아니요, 새로 개통하거나 5G로 등록해야 합니다.",엘지유플러스:43598
요금제 변경,라이트 요금제로 변경하면 영화 무료 관람 혜택을 계속 받을 수 있나?,"아니요, 영화 무료 관람 혜택을 받을 수 없게 됩니다.",엘지유플러스:43603
내역 조회,모바일 핫스팟 사용 시 데이터는 어떻게 차감되나요?,10GB 별도 제공 데이터에서 차감,엘지유플러스:43593
명의/번호/유심 해지,LGU+ 휴대폰 해지는 어떻게 할 수 있나?,팩스 또는 대리점 방문,엘지유플러스:43599
결제계좌 안내/변경,타은행에서 카드 대금이 출금되면 한도 복원이 결제일 다음날 되는 이유는 뭐지?,카드 대금 입금 반영이 실시간으로 되지 않기 때문이야.,하나카드:200049
가상계좌 안내,카드 대금을 결제하기 위해 받은 가상 계좌에 결제 금액을 다음 날 입금해도 돼?,아니.,하나카드:200050
가상계좌 안내,가상 계좌를 받은 당일에 카드 대금을 입금해야 하는 이유가 뭐야?,결제 금액이 변경되기 때문이야.,하나카드:200050
가상계좌 안내,오늘 결제될 미납금의 총금액은 얼마입니까?,"230,000원 입니다.",하나카드:200239
"정부지원 바우처 (등유, 임신 등)","교육계 바우처는 체크카드 결제 계좌에 잔고가 있을 경우, 잔고가 먼저 사용되나요?",아니요. 잔고와 상관없이 바우처 포인트로 먼저 결제됩니다.,하나카드:200209
한도상향 접수/처리,한 카드사의 신용카드를 여러 장 가지고 있을 때 각 카드의 이용 한도는 어떻게 적용되지?,같은 회사의 카드이므로 한도가 통합되어 적용된다.,하나카드:200208
선결제/즉시출금,선결제했을 때 알아두어야 하는 사항은 무엇이 있어?,결제일에 카드 대금이 이중 출금될 수 있어.,하나카드:200247
연체대금 즉시출금,연체 중에 진행한 즉시 출금으로 인해 카드 대금이 이중 출금되면 이중 출금된 돈은 그 다음 날 오전 중으로 환불되는 것이 맞나요?,네.,하나카드:200216
포인트/마일리지 안내,현재 소지한 신용카드는 후불 교통카드로 사용 가능한가?,"예, 현재 소지한 신용카드는 후불 교통카드로 사용 가능합니다.",하나카드:200202
이용내역 안내,카드 사용 내역을 이메일로 받는 경우 길게는 몇 분 정도까지 기다려야 해?,30분,하나카드:200220
교육비,이 상담에서 스쿨 뱅킹을 신청하는 사람은 누구인가?,보호자,하나카드:200225
교육비,바우처 포인트 사용을 위해 별도의 신청 절차가 필요한가?,"아니요, 체크카드 사용 시 자동으로 차감됩니다.",하나카드:200218
쇼핑케어,유료 상품을 해지한 후 해지한 부분에 대한 환급은 가능합니까?,아니요.,하나카드:200234
도난/분실 신청/해제,카드 분실 해제 후 즉시 카드 사용이 가능한가요?,"예, 카드는 지금부터 바로 이용 가능합니다.",하나카드:200222
"정부지원 바우처 (등유, 임신 등)",모든 카드를 교육 급여 바우처 카드로 쓸 수 있니?,아니.,하나카드:200246
이용내역 안내,일시불로 결제한 후 나중에 무이자 할부로 변경 가능합니까?,"아니요, 나중에 할부로 변경 시 수수료가 발생됩니다.",하나카드:200231
이용방법 안내,교육 급여 바우처를 사용했을 때 사용자의 휴대폰 문자로 알려 주는 내용은 뭐지?,사용처와 잔여 한도,하나카드:200250
선결제/즉시출금,카드 이용 대금 선결제를 할 때 결제 은행이 아닌 타 은행에서 출금이 가능합니까?,예.,하나카드:200232
이용내역 안내,"우수 등급, 로얄 등급의 경우 무이자 할부가 가능합니까?",예.,하나카드:200231
한도상향 접수/처리,신용카드 한도 상향 접수 시 소득 서류를 직접 보내지 않기 위해 이용 동의해야 하는 항목은 무엇인가요?,공공마이데이터,하나카드:200233
가상계좌 안내,가상 계좌로 입금할 때 원 단위까지 정확하게 입금해야 해?,응.,하나카드:200248
가상계좌 안내,결제 계좌에 남아 있는 잔고를 비워야 하는 이유가 뭐야?,잔고가 남아 있으면 출금이 이중으로 될 수 있기 때문이야.,하나카드:200239
"정부지원 바우처 (등유, 임신 등)",적립된 바우처 포인트는 어느 곳에서 사용할 수 있지?,교육 대상 가맹점 및 바우처 이용이 가능한 모든 곳에서 사용할 수 있다.,하나카드:200238
이용방법 안내,체크 카드를 교육 급여 바우처로 사용할 수 있어?,응.,하나카드:200250
이벤트 안내,네이버페이로 현대백화점 면세점 결제 시 무이자 혜택을 받을 수 있나요?,"예, 네이버페이로 현대백화점 면세점에 결제하면 무이자 혜택을 받을 수 있습니다.",하나카드:200383
이용내역 안내,해외 가맹점의 매입 처리 기간은 국내와 동일하게 1-2일 정도로 빠른가?,"아니요, 해외 가맹점의 매입 처리 기간은 가맹점에 따라 일주일 이상 걸릴 수도 있습니다.",하나카드:200380
도시가스,경동도시가스 자동이체를 카드사에서 직접 신청할 수 있나요?,"아니요, 경동도시가스 업체에서 직접 신청해야 합니다.",하나카드:200384
일부결제대금이월약정 안내,리볼빙 서비스의 최소 결제 비율과 최대 결제 비율은 몇 %야?,"최소 25%, 최대 100%",하나카드:200387
이용내역 안내,"카드 해외 이용 시, 카드 브랜드 사 수수료가 뭐지?","해외에서 국내 카드사 단독으로 결제가 불가능하기 때문에 해외 브랜드를 연결해 결제하게 되는데, 이 때 해외 브랜드를 이용하는 수수료이다.",하나카드:200380
결제대금 안내,"충전식 카드로 후불 교통 버스 이용 시, 이용 금액은 충전 금액에서 빠져나가?","아니, 후불 교통 카드 이용 금액은 카드에 연결된 결제 계좌에서 출금돼.",하나카드:200381
청구지 안내/변경,"이메일이나 문자로 카드 대금 명세서를 받아볼 경우, 암호는 뭐야?",생년월일 여섯 자리,하나카드:200379
이벤트 안내,온라인몰에서 카드 결제 시 무이자 할부가 가능한지 확인하는 방법은 뭐야?,"온라인 쇼핑에서 할부 부분을 선택하면 전체 무이자, 부분 무이자가 되는지 나와.",하나카드:200383
이용내역 안내,카드사에서 직접 자동이체를 연결할 수 있는 요금은 뭐지?,관리비와 도시가스,하나카드:200215
도시가스,도시가스 자동이체를 어떻게 신청해야 하나요?,경동도시가스 업체로 직접 전화해서 신청해야 함,하나카드:200384
교육비,스쿨 뱅킹 자녀 자동 이체 신청을 위해 필요한 정보는 뭐야?,자녀 식별번호,하나카드:200378
결제일 안내/변경/취소,가장 늦은 신용카드 결제일은 며칠이야?,27일,하나카드:200392
결제대금 안내,"리볼빙 서비스 이용 시, 소유한 카드 각각의 결제 비율을 다르게 설정할 수 있어?","아니, 전체 금액에서 이월 약정 설정한 비율만큼 결제되는 거야.",하나카드:200393
오토할부/오토캐쉬백 안내/신청/취소,"오토캐시백 제휴 카드로 차량 구매 시 포인트, 캐시백, 마일리지, 청구할인 등이 중복 적용 돼?",아니.,하나카드:200390
결제계좌 안내/변경,한 카드사의 여러 카드 각각의 결제 계좌를 다르게 등록할 수 있어?,"아니, 하나만 등록돼.",하나카드:200394
도난/분실 신청/해제,카드 분실 해제 후 모든 기능을 바로 이용할 수 있어?,"아니, 후불 교통 기능은 2~3일 후부터 이용 가능해.",하나카드:200391
선결제/즉시출금,리볼빙한 결제 대금을 선결제하면 약정 이율이 바뀌는 거야?,아니.,하나카드:200401
일부결제대금이월약정 해지,이월 약정 리볼빙 서비스는 해지 후 다시 가입할 수 있어?,"아니, 이월 약정 리볼빙 서비스는 재가입이 안 돼.",하나카드:200402
결제일 안내/변경/취소,"카드 결제일을 변경할 경우, 변경일로부터 며칠간 결제일 재변경이 안되지?",60일,하나카드:200385
결제일 안내/변경/취소,결제일 변경 후 첫 번째 결제일에 기존 이용 금액이 그대로 청구될 수 있나요?,"예, 단기 카드 대출이나 자동 이체의 경우 두 달분이 청구될 수 있습니다.",하나카드:200392
이용내역 안내,카드 내역서를 팩스로 받으면 얼마나 기다려야 하지?,30분 정도 기다리면 돼.,하나카드:200403
이벤트 안내,카드를 발급하고 실적을 달성하면 연회비를 면제받을 수 있어?,아니.,하나카드:200404
한도상향 접수/처리,한도 상향 심사에서 유리한 조건이 되기 위해 필요한 자료는 뭐야?,정확한 소득을 확인할 수 있는 건강 보험료나 소득 금액을 확인할 수 있는 자료야.,하나카드:200406
일부결제대금이월약정 안내,리볼빙 서비스를 해지하면 재가입이 안 되는 거야?,응.,하나카드:200405
서비스 이용방법 안내,할부 변경은 어떻게 할 수 있나요?,앱이나 고객센터 전화로 가능,하나카드:200411
선결제/즉시출금,결제일 변경은 수시로 할 수 있는 거야?,아니.,하나카드:200410
서비스 이용방법 안내,할부 변경 시 이자가 발생하나요?,"예, 할부 변경 시 이자가 발생합니다.",하나카드:200411
이용내역 안내,이 상담에서 정기결제 해지를 요청한 사람은 누구인가?,고객,하나카드:200418
승인취소/매출취소 안내,체크카드 환급도 평일 기준 5일 이내에 처리되나요?,"예, 보통 평일 기준으로 5일 이내에 환급이 처리됩니다.",하나카드:200416
일부결제대금이월약정 안내,카드 대금 결제가 안 되어 다음 달로 이월된 금액은 무엇인가?,미납 금액,하나카드:200434
결제일 안내/변경/취소,"카드 결제일을 변경할 경우, 단기 대출이나 자동 이체는 이용 기간에 따라 몇 개월 분까지 청구될 수 있어?",2개월,하나카드:200431
포인트/마일리지 안내,카드 해지 후 포인트를 다시 보관할 수 있나요?,"아니요, 포인트를 받으면 다시 보관할 수 없습니다.",하나카드:200427
연체대금 즉시출금,카드 대금 결제일에 계좌에 잔액이 없는 경우에 카드사에서 추가로 출금 시도를 해?,응.,하나카드:200433
승인취소/매출취소 안내,국내에서 사용한 카드 결제를 취소할 경우 처리되는데 며칠 정도 걸려?,1~3 영업일,하나카드:200438
한도상향 접수/처리,신용카드 한도 상향 심사 접수 시 소득 서류를 직접 제출하지 않기 위해서는 어떤 서비스 이용에 동의해야 해?,공공 마이데이터 서비스,하나카드:200458
이벤트 안내,캐시백 혜택은 익월 말일 이내에 지급되나요?,"예, 캐시백 혜택은 익월 말일 이내에 지급됩니다.",하나카드:200447
일부결제대금이월약정 안내,일부 결제 대금 이월 약정을 할 경우 카드 대금이 완납되지 않더라도 약정한 비율만 납부하면 연체 등록이 되지 않아?,응.,하나카드:200434
한도 안내,신용카드와 체크카드를 동시에 신청할 수 있어?,응.,하나카드:200442
한도 안내,카드 포인트는 어떻게 적립되나요?,"전 가맹점 0.7%, 페이 결제 1%, 마트 2%, 배달앱 3%, 대중교통 4% 적립",하나카드:200446
이벤트 안내,현재 이벤트 중인 병원 업종 무이자 할부는 몇 개월까지 가능해?,12개월,하나카드:200435
연체대금 즉시출금,거래 정지 해제 후 교통 기능은 며칠 뒤부터 사용 가능해?,평일 기준 2~3일 뒤,하나카드:200439
한도 안내,한도 증액 심사 결과를 받는 데 얼마나 걸리나요?,평일 하루 이틀,하나카드:200442
도난/분실 신청/해제,신용 카드 번호를 몰라도 분실 해제 신청을 할 수 있어?,응.,하나카드:200460
이용방법 안내,카드 앱에서 교통 서비스 해지 하는 방법을 알려줘.,앱 로그인 후 결제 - 교통 서비스 - 서비스 해지 신청 순으로 누르면 돼.,하나카드:200437
이용방법 안내,주유 금액도 카드 실적에 포함되나요?,"네, 주유 금액도 카드 실적에 포함됩니다.",하나카드:200444
도난/분실 신청/해제,분실 신고해서 정지된 카드를 다시 찾았을 때 전화상으로 카드 정지를 해제하는 것이 가능할까?,응.,하나카드:200500
한도상향 접수/처리,신용 카드 한도는 사람마다 달라?,응.,하나카드:200457
매출구분 변경,일시불 사용 건 중에 얼마 이상 거래 건만 분할 납부 할 수 있어?,5만 원 이상,하나카드:200454
이용내역 안내,첫 달에는 실적을 채우지 못해도 핸드폰 요금 할인 혜택을 받을 수 있나요?,"예, 첫 달에는 실적과 관계없이 혜택을 제공받을 수 있습니다.",하나카드:200448
가상계좌 예약/취소,가상 계좌에는 아무 때나 입금할 수 있어?,"아니, 당일 밤 11시 30분까지 입금해야 해.",하나카드:200450
승인취소/매출취소 안내,선결제한 구매 건을 결제 취소하면 취소분에 대한 금액은 어떻게 처리가 돼?,결제 계좌로 환불돼.,하나카드:200451
한도상향 접수/처리,신용정보 조회에 동의한 기관은 누구인가?,"행정안전부, 한국신용정보원, 카드사",하나카드:200457
결제일 안내/변경,결제일을 한 번 바꾸면 일정 기간 안에는 재변경이 불가능하게 됩니다. 맞습니까?,네.,하나카드:200506
한도 안내,이 카드는 무이자 할부 혜택이 있어?,아니.,하나카드:200446
결제계좌 안내/변경,앱에서 통합 안내창이 떠도 그대로 통합하면 변경할 수 있어?,응.,하나카드:20863
안심클릭/▲▲페이/기타페이 안내,우수 회원의 경우 페이 우수기변 라운지의 음악 스트리밍 서비스에서 무료로 매월 몇 건을 받을 수 있어?,50건,하나카드:200453
증명서/확인서 발급,카드 사용 내역이나 승인 내역 등을 팩스로도 받아볼 수 있어?,응.,하나카드:200452
도난/분실 신청/해제,카드 분실 신고 시 분실 해제를 할 수 있는 사람은 누구인가?,카드 소지자,하나카드:200500
한도상향 접수/처리,소득 서류가 없어도 신용카드 한도 상향이 가능해?,응.,하나카드:200449
연회비 안내,카드 연회비는 사용 후에 내는 것인가?,"아니요, 연회비는 미리 선납하는 것입니다.",하나카드:20878
포인트/마일리지 전환등록,포인트 현금화 후 입금은 다음날 확인할 수 있나요?,"예, 오늘 처리하면 다음날 통장에서 확인 가능합니다.",하나카드:200509
이용내역 안내,할인 혜택을 받기 위한 전월 실적은 며칠부터 며칠까지 사용 액으로 산정되는 거야?,1일부터 말일,하나카드:200448
이용내역 안내,이번 달 납부 예정 금액은 얼마인가요?,수수료 포함하여 총 납부 예정 금액은 확인된 금액입니다.,하나카드:20865
일부결제대금이월약정 해지,해지된 카드에 청구될 금액은 없지?,"아니, 해지했어도 최근에 사용한 후급 교통카드, 모바일 티머니, SMS 이용 요금 및 자동 이체 연결 건과 미매입 건이 있으면 청구될 수 있어.",하나카드:20862
연체대금 즉시출금,타 카드 대금을 연체한 정보가 카드회사끼리 공유돼?,응.,하나카드:20877
연체대금 안내,"계좌 잔액이 이중 출금되었다면, 초과 입금된 브랜드사에서 입금된 만큼 환급을 받을 수 있지?",응.,하나카드:20861
이용내역 안내,11월 20일에 출금된 카드 대금은 SK 모바일의 11월 요금이 맞나요?,아니요.,하나카드:20867
선결제/즉시출금,무이자 할부를 계속 이용할 수 있는 카드가 있나요?,네.,하나카드:21563
이용내역 안내,왜 SK 모바일 대금이 결제되지 않았죠?,고객이 카드를 해지하면서 11월 요금은 자동 이체 거래가 승인되지 않았어요.,하나카드:20867
이용내역 안내,현재 카드 할인은 어떤 방식으로 적용되고 있나요?,청구 할인,하나카드:20880
"정부지원 바우처 (등유, 임신 등)",바우처 잔액을 개인 앱에서 직접 확인할 수 있나요?,"네, 카드 어플의 바우처 부분에서 확인 가능합니다.",하나카드:20876
이용내역 안내,"청구 할인이 되는 결제 건의 경우, 할인 되어 얼마가 결제 될 예정인지 안내 문자를 보내주는 서비스가 있어?",응.,하나카드:20880
연회비 안내,카드를 몇 년 이상 사용하지 않으면 연회비가 부과되지 않아?,1년,하나카드:20878
승인취소/매출취소 안내,카드 결제 취소는 며칠 정도 걸려?,2~3일,하나카드:20879
"정부지원 바우처 (등유, 임신 등)",카드 포인트 사용이 안 되는 업종에는 무엇이 있어?,"사행 업종, 성인 용품, 위생 업종 등이 있어.",하나카드:21548
선결제/즉시출금,선결제한 금액만큼 카드 한도는 복원돼?,응. 선결제한 액수만큼 카드 한도가 복원된다고 해.,하나카드:21547
선결제/즉시출금,6월 11일에 이용한 금액은 연이율이 13%로 적용되지?,"아니, 6월 11일 이용 건은 연이율 12.52%로 적용돼.",하나카드:21544
가상계좌 예약/취소,이월된 금액은 연결된 계좌에서 바로 출금 처리 완료됐어?,아니. 출금 계좌 잔액 부족으로 바로 출금 처리를 못했어.,하나카드:21551
선결제/즉시출금,"신용 카드 통신 요금, 대중교통 등 자동 이체 금액에서 포인트 적립을 받으려면 무엇을 충족해야 해?",전월 실적,하나카드:21592
장기카드대출 안내,대출 신청 직후 바로 대출 내역을 조회할 수 있나요?,"아니요, 입금 처리 후에 조회가 가능합니다.",하나카드:21546
장기카드대출 안내,대출금은 어떻게 청구된다고 해?,카드 대금과 대출금이 함께 합산되서 매월 동일한 카드 결제일에 청구된다고 해.,하나카드:21546
프리미엄 바우처 안내/발급,카드 발급 시 선택할 수 있는 바우처의 종류는 무엇인가?,"신세계 면세점 선불 카드 교환권, 신세계 상품권 교환권, 국내 동반자 무료 항공권",하나카드:21567
선결제/즉시출금,이중 출금을 원치 않으면 무엇이 필요해?,통장 잔고를 비워두는 것이 필요해.,하나카드:21545
선결제/즉시출금,금리 연 이율은 19.31%입니까?,아니요. 19.1%입니다.,하나카드:21553
결제계좌 안내/변경,카드를 재발급 받으면 자동 이체는 다 해지가 돼?,"아니, 별도로 해지 요청을 해야 해.",하나카드:21602
결제계좌 안내/변경,신용카드의 현금 인출 기능을 새로 등록한 계좌에서 이용하려면 어떻게 해야 해?,변경 계좌에서 현금을 인출하려면 카드를 재발급받아야 해.,하나카드:21568
교육비,스쿨 뱅킹 자동 납부 신청을 하기 위해서는 무엇이 필요해?,식별번호,하나카드:21597
오토할부/오토캐쉬백 안내/신청/취소,카드를 신청하면 받는 데 얼마나 걸려?,평일 기준 5일 이내,하나카드:21769
한도상향 접수/처리,한도 상향 접수 시 건강보험료로도 소득 확인을 할 수 있어?,응.,하나카드:21590
도난/분실 신청/해제,카드 분실 해제 후 즉시 카드 사용이 가능한가요?,"예, 카드는 바로 이용할 수 있습니다.",하나카드:21575
선결제/즉시출금,아직 청구되지 않은 금액도 선결제 할 수 있어?,응.,하나카드:21593
신용공여기간 안내,리볼빙 서비스는 신청 안 해도 사용할 수 있어?,"아니, 신청해야 해.",하나카드:21595
결제일 안내/변경,결제일을 한 번 변경하고 다시 변경하려면 며칠이 지나야 해?,60일,하나카드:21596
이벤트 안내,캐시백은 카드 포인트로만 지급되나요?,"아니요, 현금으로 결제 통장에 직접 입금됩니다.",하나카드:21607
심사 진행사항 안내,직장인이 신용 카드 발급을 위해 소득을 증빙하기 위해 내는 서류는 뭐야?,원천 징수 영수증,하나카드:21594
한도상향 접수/처리,신용 카드 한도 상향을 신청하면 심사 결과는 문자로 받을 수 있어?,응.,하나카드:21770
이용내역 안내,"잔액 부족으로 자동 이체 결제가 안 되면, 나중에 다시 자동으로 결제돼?",아니.,하나카드:21598
선결제/즉시출금,카드 사용 금액 중 현금 서비스나 일시불 사용 금액만 따로 선결제 하는 것도 할 수 있어?,응.,하나카드:21601
일부결제대금이월약정 등록,"카드 대금을 일부 결제할 경우, 최소 결제 비율은 몇 %야?",25%,하나카드:21591
한도 안내,카드를 오랫동안 사용하지 않으면 한도가 하향돼?,응.,하나카드:21599
결제일 안내/변경/취소,결제일 변경 후 기존 이용 금액이 그대로 청구될 수 있나요?,"예, 단기 카드 대출이나 자동이체의 경우 두 달분이 청구될 수 있습니다.",하나카드:21761
결제계좌 안내/변경,해외 결제 시도 후 결제가 완료되었나요?,"아니요, 잔액 부족으로 결제되지 않았습니다.",하나카드:21608
결제일 안내/변경/취소,가장 늦은 결제일은 며칠이야?,27일,하나카드:21761
도난/분실 신청/해제,신용 카드 분실 해지 후에 교통 기능은 바로 사용할 수 있어?,아니.,하나카드:21605
결제일 안내/변경/취소,카드 결제일을 바꾸면 얼마 동안 재변경이 어려워?,변경 후 60일 동안 재변경이 어렵다고 해.,하나카드:21577
일부결제대금이월약정 해지,아직 청구되지 않은 카드 사용 금액도 선결제 할 수 있어?,응.,하나카드:21765
일부결제대금이월약정 해지,카드 해지 후 추후 신용카드 발급이 가능한가?,"예, 심사를 통해 카드 발급 처리가 가능합니다.",하나카드:21609
일부결제대금이월약정 해지,신용 카드를 해지하면 자동 이체 연결했던 건 어떻게 해야 해?,해당 기관에 연락해서 결제 정보를 변경해야 해.,하나카드:21609
선결제/즉시출금,결제 예정 금액을 선결제 할 때 문자 서비스 요금도 함께 출금돼?,"아니, 별도로 결제해야 해.",하나카드:21606
이용내역 안내,카드 이용 내역은 어떤 방법으로 받을 수 있어?,"이메일, 팩스",하나카드:21772
선결제/즉시출금,일부 결제 대금 이월 약정 서비스로 최소 금액을 결제하는 것도 선결제 할 수 있어?,응.,하나카드:21764
선결제/즉시출금,청구 작업이 진행되기 전에도 선결제를 할 수 있어?,일시불이나 할부 건에 한해서 가능해.,하나카드:21776
가상계좌 안내,카드 대금을 가상 계좌에 입금할 때 지정된 한 은행에만 입금할 수 있어?,"아니, 몇 군데 은행 중에 선택할 수 있어.",하나카드:21771
"정부지원 바우처 (등유, 임신 등)",교육 급여 바우처 같은 정부 지원 사업의 지원 금액을 휴대폰 앱으로 확인할 수 있어?,응.,하나카드:21762
연체대금 즉시출금,결제 계좌에 잔고가 있을 경우 발생할 수 있는 문제는 뭐야?,이중출금이 될 수 있어.,하나카드:21579
이용내역 안내,대중교통 요금도 한 달 간격으로 사용 금액이 청구돼?,응.,하나카드:21779
선결제/즉시출금,카드 대금을 선결제 할 때 결제 계좌가 아닌 다른 계좌에서도 할 수 있어?,응.,하나카드:21767
이용내역 안내,해외에서 원화로 결제하면 수수료가 발생해?,응.,하나카드:21773
이용내역 안내,카드 이용내역 문자 메시지가 오지 않으면 우선 무엇을 확인해야 해?,스팸 차단이 되어 있는지 확인해야 해.,하나카드:21768
결제일 안내/변경/취소,할인 카드 사용 명세는 왜 당월 결제분에 포함되지 않았어?,명세서에 청구된 기간이 달라서 다음 달 결제분으로 이월된 거야.,하나카드:22030
이용내역 안내,유료 SMS 알림 서비스는 월 얼마야?,300원,하나카드:21773
장기카드대출 안내,해지한 카드의 예전 카드 대출 금액도 알아볼 수 있어?,응.,하나카드:21760
이용내역 안내,카드사에서 자동이체가 자동으로 승계되었나요?,"예, 카드사에서 승인은 되었지만 완전한 자동 승계는 아닙니다.",하나카드:21777
오토할부/오토캐쉬백 안내/신청/취소,카드 실물을 받기 전에 카드 서비스를 이용할 수 있나요?,"아니요, 카드를 받은 후에 서비스를 이용할 수 있습니다.",하나카드:21769
연체대금 즉시출금,교육 관련 바우처는 올해에도 음식점 등에서 사용할 수 있습니까?,"아니요, 작년과 달리 교육 관련한 부분에서만 사용이 가능합니다.",하나카드:21780
가상계좌 안내,가상계좌를 받은 후에 아무 때나 입금해도 돼?,"아니, 가상계좌는 당일이 지나면 금액이 달라져.",하나카드:21778
일부결제대금이월약정 해지,카드를 해지하면 연회비는 어떻게 돼?,남은 기간을 계산해서 계좌로 환불해 줘.,하나카드:21765
이용내역 안내,카드 할인을 받으려면 무엇을 충족해야 해?,전월 실적,하나카드:21775
한도 안내,심사를 받아야 하는 부여 가능 한도는 어떻게 조회할 수 있나요?,고객센터에 전화 문의하여 상담원에게 한도 신청 접수를 요청해야 합니다.,하나카드:22033
이용내역 안내,국세 납부 시에도 카드 수수료가 없나요?,"아니요, 국세 납부 시에는 0.8%의 카드 수수료가 발생합니다.",하나카드:22029
결제계좌 안내/변경,신용카드 결제 계좌를 어떻게 변경할 수 있나요?,상담원을 통해 변경 신청,하나카드:21783
결제일 안내/변경/취소,결제일을 변경해도 60일 이내에 다시 재변경할 수 있습니까?,아니요.,하나카드:22030
이용내역 안내,지방세는 할부 시 무이자 적용이 몇 개월부터 됩니까?,6회차부터 적용됩니다.,하나카드:22029
한도 안내,일시 한도 확인은 어떻게 할 수 있나요?,매달 초 자동 심사 확인 또는 고객센터 문의,하나카드:22033
이용내역 안내,"신용 카드로 통신 요금을 자동 이체할 때, 미납됐다고 문자가 오면 누구에게 문의해야 해?",통신사 고객센터,하나카드:21777
오토할부/오토캐쉬백 안내/신청/취소,오토 캐시백 신청 시 카드 결제 금액을 어떻게 상향할 수 있나요?,카드사 앱에서 원 단위로 상향 가능,하나카드:22036
오토할부/오토캐쉬백 안내/신청/취소,가상 계좌에 입금할 금액에서 세금은 제외해야 합니까?,"네, 계약금과 취·등록세 등 세금은 제외해야 합니다.",하나카드:22036
결제일 안내/변경/취소,결제일 변경 시 두 달분이 청구될 수 있는 경우는 무엇이지?,현금서비스와 자동이체의 경우 두 달분이 청구될 수 있다.,하나카드:22397
한도상향 접수/처리,한도 상향의 접수 결과는 문자로 확인할 수 있어?,응.,하나카드:22547
승인취소/매출취소 안내,신용카드가 아니라 체크카드를 사용했다고 착각한 사람은 누구야?,손님,하나카드:22538
연회비 안내,카드 사용 시 휴대전화로 발송되는 문자는 한 달에 200원입니까?,"네, 이용 건수와 상관없이 한 달에 200원의 요금이 발생합니다.",하나카드:22549
한도상향 접수/처리,공공 마이데이터 서비스 동의 시 무엇을 할 수 있습니까?,심사에 필요한 소득 서류를 따로 제출하지 않아도 실시간으로 서류 확인이 가능합니다.,하나카드:22547
결제대금 안내,이번 달 정확한 결제 요금은 얼마입니까?,"이번 달 결제 금액은 280,000원입니다.",하나카드:22550
도난/분실 신청/해제,신용 카드를 분실했을 때 분실 신고 하고 바로 재발급 받을 수 있어?,"응, 재발급 받을 수 있어.",하나카드:22662
가상계좌 예약/취소,가상 계좌를 예약할 때 어느 은행으로 할 수 있어?,준비된 몇 군데 은행 중 원하는 은행의 계좌를 받을 수 있어.,하나카드:22689
결제대금 안내,이미 청구서에 명시된 금액은 변경할 수 없지?,응.,하나카드:22550
결제일 안내/변경/취소,결제일 변경 후 이용 기간에 대한 문자 안내를 받을 수 있나요?,"예, 변경하신 결제일에 대한 이용 기간 문자를 받으실 수 있습니다.",하나카드:22680
결제일 안내/변경/취소,모든 카드 사용 건에 대한 문자 서비스 월 이용료는 얼마인가?,월 이용료는 일정 금액의 유료 서비스,하나카드:22666
도난/분실 신청/해제,카드를 분실해서 분실 신고할 때 알려줘야 하는 정보는 뭐가 있어?,"분실 일자와 장소, 연락처를 알려줘야 해.",하나카드:22663
"정부지원 바우처 (등유, 임신 등)",교육 급여 포인트를 받기 위한 카드는 신용카드와 체크카드 중 어떤 카드를 사용해야 해?,신용카드와 체크카드 둘 다 가능해.,하나카드:22676
"정부지원 바우처 (등유, 임신 등)",노트북 구매는 교육 급여 바우처 카드로 사용 가능한가요?,"예, 유흥, 사행, 성인 용품 등 제외 업종을 제외하고는 모두 사용 가능합니다.",하나카드:22703
선결제/즉시출금,선결제를 원하는 금액만큼만 할 수 있어?,응.,하나카드:22671
결제대금 안내,유럽에서 체크카드를 사용했을 경우 카드 대금을 결제하려면 유로화와 원화 중 무엇으로 충전해야 해?,원화,하나카드:22670
결제일 안내/변경/취소,카드 결제일을 변경하면 실적 산정 기간도 달라져?,"아니, 실적 산정 기간은 그대로 1일부터 말일까지야.",하나카드:22666
선결제/즉시출금,결제 예정일에 결제 대금이 이월되게 하기 위해서는 어떤 조치가 필요해?,최소 결제 금액만큼 결제해야 나머지 금액이 이월돼.,하나카드:22671
가상계좌 안내,가상계좌 입금할 때 당일이 지나면 금액이 달라져?,응.,하나카드:22683
입금내역 안내,KT 제휴카드의 연회비는 얼마야?,2만 원,하나카드:22667
입금내역 안내,통신사 제휴카드로 통신 요금을 할인받으려면 어떻게 해야 해?,"통신사에 요금 할인 신청을 하고, 전월 실적도 충족해야 해.",하나카드:22667
결제대금 안내,리볼빙 서비스 대상자 선정 기간은 어떻게 돼?,한 달에 한 번,하나카드:22661
이용내역 안내,대중교통 사용 금액도 카드 실적에 반영이 돼?,응.,하나카드:22677
증명서/확인서 발급,"카드 대금을 연체해 타사 카드까지 거래정지가 된 경우, 완납증명 등의 절차를 거쳐야만 거래정지가 해제돼?","아니, 완납했으면 시간이 지나면 자동으로 해제돼.",하나카드:22681
결제대금 안내,카드 결제일을 변경하고 나면 며칠 후에 다시 변경할 수 있어?,60일,하나카드:22697
